crawled,title,href,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9
1593742358,新乡奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xinxiang/75dd595cdcee1666x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742359,扬州奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yangzhou/9cf4aa415b886612x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,选配,选配,-,-,选配,标配,标配/标配,标配,选配
1593742386,聊城奥迪A3 2016款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/liaocheng/bd50546db2269ac4x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国6
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,标配,-,-,-,标配,标配,标配/标配,标配,标配
1593742386,郑州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/f962fda43f434004x.htm,标配,标配,-,-,选配,标配,选配,-,选配/-
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742414,潍坊奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/weifang/3eb3875eb4afb8ccx.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,选配,选配,-,-,选配,标配,标配/标配,标配,选配
1593742414,银川奥迪A3 2014款 Sportback 35 TFSI 自动进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/yc/c9e11708da5852d6x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,奥迪(进口),紧凑型车,2.0T/220马力/L4,6挡双离合,5门5座两厢车,4324/1785/1423,2626,380-1220,1430
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,2.0,涡轮增压,4缸,220,350,汽油,95号,混合喷射,国5
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,电子驻车,225/40 R18,225/40 R18
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,标配,-,-,-,标配,标配,标配/标配,标配,标配
1593742442,南京奥迪A3 2015款 Sportback 45 TFSI S line 运动型(进口)二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/df20b3671afb8b35x.htm,标配,选配,-,自动,标配,标配,选配,-,选配/-
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742443,郑州奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/fa4b54da1ef1e870x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,一汽-大众奥迪,紧凑型车,2.0T/190马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1435
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,2.0,涡轮增压,4缸,190,320,汽油,95号,混合喷射,国5
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742470,嘉兴奥迪A3 2018款 30周年年型 Sportback 40 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jiaxing/509d7607ec578f9ex.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,一汽-大众奥迪,紧凑型车,1.8T/180马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1435
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,1.8,涡轮增压,4缸,180,300,汽油,95号,直喷,国5
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742470,沈阳奥迪A3 2015款 Sportback 40 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sy/1569caea3a2a019dx.htm,标配,选配,-,自动,标配,标配,选配,标配,选配/-
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742497,株洲奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zhuzhou/99885767a13aa918x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593742497,青岛奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/qd/12f4db1d81dd6cccx.htm,标配,-,-,手动,-,标配,-,-,-/-
1593742525,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f2d85646d93b4438x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742525,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f2d85646d93b4438x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742525,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f2d85646d93b4438x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742525,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f2d85646d93b4438x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
